"head","relation","tail"
"mondo.0007950","symptom","hpo.0012733"
"mondo.0009419","symptom","hpo.0003077"
"mondo.0014432","associated","uniprot.Q9BXC9"
"mondo.0014338","symptom","hpo.0100280"
"mondo.0100164","associated","uniprot.Q14654"
"drugbank.DB01205","target","uniprot.P47870"
"drugbank.DB00268","SE","meddra.10034721"
"drugbank.DB06616","target","uniprot.Q9Y4K4"
"mondo.0010787","symptom","hpo.0001638"
"drugbank.DB00321","target","uniprot.P34969"
"drugbank.DB00273","SE","meddra.10023232"
"mondo.0009614","symptom","hpo.0001942"
"mondo.0005580","associated","uniprot.P27797"
"drugbank.DB00358","target","uniprot.P69905"
"drugbank.DB00758","SE","meddra.10017469"
"mondo.0009719","symptom","hpo.0001907"
"mondo.0001187","associated","uniprot.P04731"
"mondo.0014778","associated","uniprot.P35711"
"drugbank.DB01186","SE","meddra.10021649"
"mondo.0011230","symptom","hpo.0002176"
"drugbank.DB00740","SE","meddra.10018386"
"mondo.0014732","associated","uniprot.Q9H270"
"mondo.0008383","associated","uniprot.Q9Y4K3"
"mondo.0005580","associated","uniprot.Q06323"
"drugbank.DB00917","target","uniprot.Q86XQ3"
"mondo.0009364","symptom","hpo.0007957"
"drugbank.DB05294","target","uniprot.P54756"
"mondo.0009345","symptom","hpo.0000752"
"mondo.0018969","associated","uniprot.P10071"
"mondo.0004976","associated","uniprot.Q13875"
"mondo.0011945","symptom","hpo.0008064"
"drugbank.DB00273","SE","meddra.10003671"
"mondo.0013536","symptom","hpo.0001878"
"mondo.0008458","symptom","hpo.0002072"
"mondo.0008907","symptom","hpo.0011951"
"mondo.0014466","symptom","hpo.0008064"
"mondo.0011929","symptom","hpo.0001385"
"mondo.0018150","symptom","hpo.0002754"
"drugbank.DB00543","target","uniprot.P08913"
"mondo.0009856","associated","uniprot.Q9Y5Z6"
"drugbank.DB01254","target","uniprot.P54753"
"mondo.0009113","associated","uniprot.P07738"
"mondo.0012117","symptom","hpo.0001541"
"mondo.0013074","symptom","hpo.0002381"
"drugbank.DB00317","target","uniprot.Q9UF33"
"drugbank.DB01100","target","uniprot.P35462"
"drugbank.DB00215","target","uniprot.P25100"
"mondo.0011972","associated","uniprot.P23945"
"drugbank.DB00193","SE","meddra.10028980"
"mondo.0014955","symptom","hpo.0000853"
"mondo.0009678","associated","uniprot.O75072"
"mondo.0010355","symptom","hpo.0001081"
"drugbank.DB00230","SE","meddra.10027129"
"mondo.0010847","associated","uniprot.P54253"
"drugbank.DB00343","target","uniprot.Q13936"
"drugbank.DB00315","target","uniprot.P28221"
"drugbank.DB00530","target","uniprot.P16234"
"mondo.0012136","symptom","hpo.0001562"
"mondo.0009058","symptom","hpo.0000787"
"mondo.0008856","associated","uniprot.P15260"
"mondo.0014851","symptom","hpo.0003072"
"mondo.0014899","symptom","hpo.0001618"
"mondo.0044308","associated","uniprot.Q96NL8"
"mondo.0012277","symptom","hpo.0001638"
"mondo.0018919","symptom","hpo.0000124"
"drugbank.DB00715","SE","meddra.10013916"
"drugbank.DB00379","SE","meddra.10047281"
"drugbank.DB01204","target","uniprot.Q12809"
"mondo.0008492","symptom","hpo.0005978"
"drugbank.DB04868","target","uniprot.P21802"
"mondo.0008487","associated","uniprot.P02786"
"drugbank.DB00530","target","uniprot.Q9UPE1"
"drugbank.DB09276","target","uniprot.P06241"
"drugbank.DB00582","SE","meddra.10005148"
"drugbank.DB01204","target","uniprot.O15244"
"mondo.0010789","symptom","hpo.0001638"
"drugbank.DB01041","SE","meddra.10035598"
"mondo.0009863","symptom","hpo.0002169"
"drugbank.DB01132","SE","meddra.10054467"
"mondo.0020367","symptom","hpo.0007906"
"mondo.0010167","symptom","hpo.0001310"
"drugbank.DB01273","SE","meddra.10041892"
"mondo.0014018","symptom","hpo.0002607"
"drugbank.DB01215","SE","meddra.10046593"
"mondo.0009251","symptom","hpo.0003128"
"mondo.0014464","symptom","hpo.0001947"
"mondo.0008638","associated","uniprot.P40337"
"drugbank.DB01073","SE","meddra.10019523"
"mondo.0011229","associated","uniprot.Q9BZR9"
"mondo.0016296","associated","uniprot.Q13635"
"mondo.0007173","associated","uniprot.P52952"
"mondo.0011895","symptom","hpo.0001298"
"mondo.0018874","associated","uniprot.P30279"
"mondo.0014793","symptom","hpo.0003146"
"drugbank.DB00559","SE","meddra.10019523"
"drugbank.DB00367","SE","meddra.10027295"
"drugbank.DB00906","SE","meddra.10018491"
"drugbank.DB00734","SE","meddra.10042241"
"drugbank.DB01175","SE","meddra.10006514"
"mondo.0016619","associated","uniprot.Q9GZT5"
"drugbank.DB00811","SE","meddra.10014928"
"mondo.0019542","associated","uniprot.P01375"
"drugbank.DB01005","SE","meddra.10058330"
"mondo.0010537","symptom","hpo.0000823"
"drugbank.DB00952","SE","meddra.10037596"
"drugbank.DB00201","target","uniprot.P29275"
"mondo.0008599","associated","uniprot.P01375"
"drugbank.DB01400","SE","meddra.10027646"
"drugbank.DB00273","SE","meddra.10034721"
"drugbank.DB06413","target","uniprot.P33261"
"mondo.0015104","associated","uniprot.P36551"
"drugbank.DB00390","target","uniprot.Q13733"
"drugbank.DB00674","SE","meddra.10003671"
"drugbank.DB00909","SE","meddra.10021649"
"mondo.0019810","symptom","hpo.0001097"
"drugbank.DB00346","target","uniprot.P35368"
"drugbank.DB06213","SE","meddra.10072760"
"mondo.0014325","symptom","hpo.0008404"
"drugbank.DB00740","SE","meddra.10006578"
"drugbank.DB08916","target","uniprot.P51451"
"mondo.0018304","symptom","hpo.0002665"
"mondo.0018871","associated","uniprot.Q13951"
"mondo.0008280","associated","uniprot.Q01523"
"drugbank.DB08865","target","uniprot.Q13464"
"mondo.0012465","associated","uniprot.Q9H3S5"
"mondo.0018965","associated","uniprot.P53420"
"mondo.0011765","symptom","hpo.0030839"
"mondo.0008438","symptom","hpo.0000734"
"mondo.0010788","associated","uniprot.Q16518"
"drugbank.DB01242","SE","meddra.10001927"
"mondo.0012105","associated","uniprot.P24158"
"mondo.0008854","symptom","hpo.0001395"
"drugbank.DB13919","target","uniprot.P0DMS8"
"drugbank.DB00656","target","uniprot.P25100"
"mondo.0005580","associated","uniprot.P05091"
"mondo.0009903","symptom","hpo.0001374"
"mondo.0008259","associated","uniprot.Q8NFG4"
"mondo.0010397","symptom","hpo.0002063"
"drugbank.DB00640","target","uniprot.P0DMS8"
"mondo.0012407","symptom","hpo.0001942"
"drugbank.DB00804","target","uniprot.Q99720"
"mondo.0008434","symptom","hpo.0010780"
"mondo.0016333","associated","uniprot.Q9HAB8"
"mondo.0012883","associated","uniprot.P01111"
"mondo.0019200","associated","uniprot.O43837"
"mondo.0018214","associated","uniprot.P35498"
"mondo.0013478","symptom","hpo.0000789"
"mondo.0010382","symptom","hpo.0002345"
"drugbank.DB01211","SE","meddra.10002653"
"drugbank.DB00481","target","uniprot.P11712"
"drugbank.DB01182","target","uniprot.Q99720"
"mondo.0014627","associated","uniprot.P12111"
"drugbank.DB00277","target","uniprot.P05186"
"drugbank.DB00808","SE","meddra.10048302"
"drugbank.DB01254","target","uniprot.P11362"
"mondo.0009719","symptom","hpo.0001541"
"mondo.0012727","symptom","hpo.0000093"
"mondo.0012513","symptom","hpo.0005978"
"mondo.0010298","symptom","hpo.0003149"
"drugbank.DB00715","SE","meddra.10001580"
"drugbank.DB01204","SE","meddra.10020949"
"drugbank.DB00307","target","uniprot.P10826"
"mondo.0014686","symptom","hpo.0001888"
"mondo.0013599","symptom","hpo.0000823"
"drugbank.DB01268","target","uniprot.Q9BVS4"
"drugbank.DB05294","SE","meddra.10040943"
"mondo.0008120","associated","uniprot.Q9P219"
"mondo.0010627","symptom","hpo.0002605"
"mondo.0014447","symptom","hpo.0000135"
"mondo.0008833","symptom","hpo.0001395"
"mondo.0007959","associated","uniprot.Q86YC2"
"drugbank.DB01242","SE","meddra.10006514"
"mondo.0008303","associated","uniprot.P84996"
"mondo.0012316","symptom","hpo.0200034"
"drugbank.DB01240","SE","meddra.10020850"
"mondo.0013967","symptom","hpo.0001271"
"mondo.0008608","associated","uniprot.P41440"
"mondo.0009662","associated","uniprot.P08236"
"mondo.0007540","symptom","hpo.0000853"
"drugbank.DB00555","SE","meddra.10018292"
"drugbank.DB06663","target","uniprot.P30874"
"drugbank.DB00947","SE","meddra.10006002"
"drugbank.DB00661","SE","meddra.10022562"
"drugbank.DB00201","SE","meddra.10037375"
"mondo.0012320","symptom","hpo.0002183"
"mondo.0015517","associated","uniprot.P19838"
"mondo.0008876","symptom","hpo.0002665"
"mondo.0010886","associated","uniprot.P56524"
"drugbank.DB01268","target","uniprot.Q9HCP0"
"drugbank.DB01184","target","uniprot.P18089"
"drugbank.DB00472","SE","meddra.10039788"
"mondo.0009643","symptom","hpo.0003537"
"mondo.0007268","symptom","hpo.0001695"
"drugbank.DB00193","SE","meddra.10029446"
"mondo.0013928","symptom","hpo.0002883"
"drugbank.DB00962","SE","meddra.10021021"
"drugbank.DB00481","target","uniprot.Q96RI1"
"drugbank.DB00264","SE","meddra.10007625"
"drugbank.DB00555","SE","meddra.10036142"
"drugbank.DB00531","SE","meddra.10019515"
"mondo.0044792","symptom","hpo.0001482"
"drugbank.DB06589","target","uniprot.Q7L7X3"
"mondo.0008172","symptom","hpo.0001061"
"drugbank.DB08916","target","uniprot.P00533"
"drugbank.DB00425","SE","meddra.10037596"
"mondo.0007792","symptom","hpo.0004398"
"mondo.0100213","symptom","hpo.0000498"
"mondo.0015253","associated","uniprot.P61313"
"mondo.0013933","symptom","hpo.0002317"
"mondo.0011929","symptom","hpo.0001387"
"mondo.0014233","symptom","hpo.0001300"
"mondo.0010083","symptom","hpo.0000752"
"mondo.0013200","symptom","hpo.0002875"
"mondo.0008116","associated","uniprot.Q86U42"
"drugbank.DB00422","SE","meddra.10047115"
"mondo.0009623","symptom","hpo.0002665"
"mondo.0011114","symptom","hpo.0200034"
"mondo.0013074","symptom","hpo.0002063"
"drugbank.DB06616","target","uniprot.Q12851"
"mondo.0005029","symptom","hpo.0011974"
"drugbank.DB00399","SE","meddra.10023157"
"mondo.0000914","symptom","hpo.0001269"
"mondo.0009653","symptom","hpo.0000488"
"drugbank.DB01268","target","uniprot.O14757"
"mondo.0013557","symptom","hpo.0000132"
"mondo.0100244","symptom","hpo.0001923"
"mondo.0011510","symptom","hpo.0001105"
"mondo.0011798","associated","uniprot.Q9BZ23"
"mondo.0017582","symptom","hpo.0040075"
"drugbank.DB01083","target","uniprot.O95870"
"mondo.0011719","associated","uniprot.P37173"
"mondo.0014754","symptom","hpo.0001271"
"mondo.0016419","associated","uniprot.P52701"
"mondo.0009657","symptom","hpo.0100790"
"mondo.0007576","associated","uniprot.P11511"
"drugbank.DB00704","target","uniprot.P10635"
"mondo.0008300","associated","uniprot.Q9UJ55"
"mondo.0010035","symptom","hpo.0000826"
"drugbank.DB00252","SE","meddra.10018146"
"mondo.0007534","associated","uniprot.Q96L73"
"mondo.0009891","symptom","hpo.0011974"
"mondo.0014857","symptom","hpo.0010535"
"drugbank.DB00480","SE","meddra.10008121"
"drugbank.DB00268","SE","meddra.10050492"
"drugbank.DB00193","SE","meddra.10039100"
"mondo.0005820","associated","uniprot.Q14118"
"drugbank.DB00715","SE","meddra.10043778"
"drugbank.DB00714","SE","meddra.10018691"
"drugbank.DB06209","SE","meddra.10022763"
"mondo.0018031","associated","uniprot.P10747"
"mondo.0017366","associated","uniprot.Q99643"
"mondo.0019350","symptom","hpo.0200042"
"drugbank.DB00295","target","uniprot.O15245"
"drugbank.DB00398","target","uniprot.P04049"
"drugbank.DB00700","SE","meddra.10037032"
"mondo.0800025","symptom","hpo.0001539"
"drugbank.DB00982","target","uniprot.Q9BPW9"
"mondo.0019019","associated","uniprot.P09486"
"mondo.0011493","associated","uniprot.P12107"
"drugbank.DB00480","SE","meddra.10062352"
"mondo.0013392","symptom","hpo.0001350"
"drugbank.DB00404","SE","meddra.10050012"
"mondo.0013571","symptom","hpo.0100758"
"mondo.0013579","symptom","hpo.0001942"
"mondo.0009288","symptom","hpo.0001942"
"mondo.0013914","symptom","hpo.0000823"
"mondo.0008457","associated","uniprot.O15020"
"drugbank.DB00734","SE","meddra.10020582"
"drugbank.DB00230","SE","meddra.10024378"
"drugbank.DB01268","target","uniprot.Q9UPZ9"
"drugbank.DB00193","SE","meddra.10027295"
"drugbank.DB05294","target","uniprot.Q96D53"
"mondo.0008119","symptom","hpo.0002878"
"drugbank.DB00641","SE","meddra.10027175"
"drugbank.DB00734","SE","meddra.10039168"
"mondo.0011506","associated","uniprot.Q01453"
"drugbank.DB08881","target","uniprot.P10398"
"mondo.0800028","associated","uniprot.O95622"
"drugbank.DB00656","target","uniprot.P35348"
"drugbank.DB00938","target","uniprot.P07550"
"drugbank.DB00317","target","uniprot.P21709"
"mondo.0014670","associated","uniprot.Q86SQ4"
"drugbank.DB00724","SE","meddra.10008417"
"mondo.0011724","symptom","hpo.0003470"
"drugbank.DB00230","SE","meddra.10007515"
"mondo.0009113","symptom","hpo.0001901"
"mondo.0011975","symptom","hpo.0002884"
"drugbank.DB00216","SE","meddra.10027906"
"mondo.0014062","symptom","hpo.0000544"
"mondo.0014367","associated","uniprot.Q9BYX4"
"mondo.0014630","symptom","hpo.0012125"
"mondo.0008907","symptom","hpo.0000093"
"drugbank.DB00740","SE","meddra.10007882"
"mondo.0011042","symptom","hpo.0002575"
"mondo.0054738","symptom","hpo.0000104"
"mondo.0008487","associated","uniprot.Q12870"
"drugbank.DB01156","target","uniprot.P32297"
"mondo.0007034","associated","uniprot.Q06330"
"mondo.0012853","symptom","hpo.0001562"
"mondo.0021055","associated","uniprot.P35354"
"drugbank.DB01073","SE","meddra.10038687"
"mondo.0009124","associated","uniprot.P49917"
"drugbank.DB00273","SE","meddra.10003062"
"drugbank.DB01175","SE","meddra.10044066"
"mondo.0007540","symptom","hpo.0001259"
"mondo.0009284","associated","uniprot.P48637"
"drugbank.DB01182","SE","meddra.10042945"
"mondo.0010496","symptom","hpo.0001385"
"drugbank.DB04868","SE","meddra.10035624"
"drugbank.DB00307","target","uniprot.P10276"
"mondo.0017990","associated","uniprot.P63252"
"drugbank.DB00459","SE","meddra.10052303"
"drugbank.DB00688","SE","meddra.10021084"
"mondo.0019004","associated","uniprot.Q5H9F3"
"mondo.0010848","associated","uniprot.P54253"
"drugbank.DB00928","SE","meddra.10039109"
"mondo.0017233","symptom","hpo.0011458"
"mondo.0009426","symptom","hpo.0007957"
"drugbank.DB00216","SE","meddra.10018386"
"mondo.0009563","associated","uniprot.P12694"
"drugbank.DB00695","target","uniprot.P55011"
"drugbank.DB00404","SE","meddra.10001723"
"mondo.0012197","associated","uniprot.O14746"
"mondo.0007493","symptom","hpo.0001618"
"mondo.0011996","associated","uniprot.O15534"
"drugbank.DB00619","target","uniprot.Q16539"
"mondo.0008723","symptom","hpo.0002789"
"drugbank.DB00472","SE","meddra.10047115"
"mondo.0015012","symptom","hpo.0001007"
"mondo.0014728","symptom","hpo.0001987"
"mondo.0007576","associated","uniprot.Q06830"
"mondo.0013615","associated","uniprot.Q14626"
"drugbank.DB01236","target","uniprot.P47869"
"drugbank.DB01267","target","uniprot.P14416"
"drugbank.DB06202","target","uniprot.Q92731"
"drugbank.DB00964","SE","meddra.10005159"
"mondo.0019439","symptom","hpo.0000846"
"mondo.0010421","symptom","hpo.0100658"
"drugbank.DB00697","SE","meddra.10027162"
"mondo.0000453","symptom","hpo.0001678"
"drugbank.DB00545","SE","meddra.10001906"
"drugbank.DB01100","target","uniprot.P50406"
"mondo.0016830","associated","uniprot.Q8NF91"
"mondo.0009397","symptom","hpo.0002148"
"drugbank.DB08881","SE","meddra.10039791"
"drugbank.DB01132","target","uniprot.P00918"
"mondo.0017746","associated","uniprot.O76039"
"drugbank.DB00996","SE","meddra.10034474"
"drugbank.DB00804","target","uniprot.Q9NY46"
"mondo.0010995","associated","uniprot.Q99732"
"drugbank.DB08865","target","uniprot.Q13164"
"mondo.0008073","symptom","hpo.0000123"
"drugbank.DB00370","SE","meddra.10002948"
"mondo.0014420","associated","uniprot.P35858"
"drugbank.DB01254","target","uniprot.P36507"
"drugbank.DB12789","target","uniprot.P35408"
"drugbank.DB00287","SE","meddra.10013661"
"drugbank.DB01242","SE","meddra.10027175"
"mondo.0008119","associated","uniprot.Q99700"
"mondo.0014357","symptom","hpo.0000717"
"mondo.0010602","symptom","hpo.0001386"
"mondo.0014525","symptom","hpo.0010307"
"drugbank.DB00230","SE","meddra.10018691"
"mondo.0008842","associated","uniprot.P49959"
"drugbank.DB00398","SE","meddra.10029164"
"mondo.0009329","associated","uniprot.Q9P2K8"
"drugbank.DB09053","target","uniprot.P52333"
"mondo.0008487","associated","uniprot.Q7L5N7"
"mondo.0018965","associated","uniprot.Q01955"
"mondo.0007493","symptom","hpo.0000473"
"mondo.0010680","associated","uniprot.Q9BTV4"
"drugbank.DB01189","SE","meddra.10027417"
"mondo.0019960","symptom","hpo.0003072"
"drugbank.DB01216","target","uniprot.P14060"
"drugbank.DB01026","target","uniprot.Q16850"
"drugbank.DB00472","SE","meddra.10019708"
"mondo.0008383","associated","uniprot.P35869"
"drugbank.DB00887","SE","meddra.10020957"
"mondo.0011245","symptom","hpo.0000962"
"mondo.0008383","associated","uniprot.Q7Z698"
"mondo.0016820","associated","uniprot.P01889"
"drugbank.DB00982","SE","meddra.10020698"
"drugbank.DB04868","target","uniprot.Q9HAZ1"
"mondo.0012580","symptom","hpo.0012418"
"mondo.0044792","associated","uniprot.P01112"
"drugbank.DB00915","target","uniprot.Q05586"
"drugbank.DB00398","target","uniprot.Q15759"
"drugbank.DB00402","target","uniprot.P18507"
"mondo.0016419","associated","uniprot.Q17RS7"
"drugbank.DB06626","target","uniprot.Q32MK0"
"mondo.0019433","associated","uniprot.P20963"
"drugbank.DB00564","target","uniprot.P18507"
"mondo.0013905","symptom","hpo.0001310"
"mondo.0014851","symptom","hpo.0002148"
"drugbank.DB00640","target","uniprot.P55263"
"mondo.0011017","symptom","hpo.0008404"
"drugbank.DB00358","target","uniprot.P29274"
"mondo.0018874","associated","uniprot.P49716"
"drugbank.DB00820","SE","meddra.10062352"
"mondo.0017195","associated","uniprot.O00469"
"mondo.0008222","symptom","hpo.0000836"
"mondo.0013301","symptom","hpo.0001397"
"mondo.0008995","symptom","hpo.0002021"
"mondo.0007191","symptom","hpo.0100653"
"drugbank.DB00408","target","uniprot.P35368"
"drugbank.DB00285","SE","meddra.10042604"
"drugbank.DB04868","target","uniprot.P15056"
"mondo.0008585","symptom","hpo.0410019"
"mondo.0060554","symptom","hpo.0001650"
"drugbank.DB00472","SE","meddra.10020559"
"mondo.0009783","symptom","hpo.0010628"
"mondo.0011719","associated","uniprot.Q4KMG0"
"mondo.0017147","associated","uniprot.P56524"
"mondo.0007301","associated","uniprot.P14678"
"mondo.0008818","symptom","hpo.0001385"
"mondo.0011934","symptom","hpo.0001482"
"mondo.0006248","symptom","hpo.0400008"
"mondo.0100288","associated","uniprot.Q9Y5X4"
"drugbank.DB05294","target","uniprot.P07333"
"drugbank.DB00285","SE","meddra.10020962"
"mondo.0019165","associated","uniprot.P01148"
"mondo.0010881","symptom","hpo.0000126"
"mondo.0007896","associated","uniprot.P54132"
"drugbank.DB01234","target","uniprot.P05113"
"mondo.0007191","associated","uniprot.P04040"
"drugbank.DB00551","SE","meddra.10038796"
"mondo.0010519","symptom","hpo.0000717"
"mondo.0012105","symptom","hpo.0100758"
"drugbank.DB00230","SE","meddra.10029148"
"drugbank.DB00537","SE","meddra.10033864"
"mondo.0013248","associated","uniprot.O43502"
"mondo.0007930","associated","uniprot.P07359"
"mondo.0009723","associated","uniprot.Q7KZN9"
"drugbank.DB08899","target","uniprot.P10275"
"mondo.0009354","symptom","hpo.0005575"
"mondo.0015999","symptom","hpo.0001061"
"drugbank.DB06202","SE","meddra.10043380"
"drugbank.DB00640","SE","meddra.10016699"
"drugbank.DB06176","target","uniprot.P56524"
"mondo.0010441","symptom","hpo.0002381"
"drugbank.DB01110","target","uniprot.P00533"
"mondo.0011577","symptom","hpo.0000602"
"mondo.0011510","symptom","hpo.0000973"
"mondo.0009123","symptom","hpo.0000017"
"mondo.0007100","symptom","hpo.0100832"
"mondo.0007435","associated","uniprot.P27544"
"mondo.0010269","associated","uniprot.Q8NDN9"
"mondo.0011895","symptom","hpo.0001386"
"drugbank.DB00268","SE","meddra.10018386"
"drugbank.DB08865","target","uniprot.Q8NFD2"
"drugbank.DB00480","target","uniprot.P01375"
"drugbank.DB00277","SE","meddra.10040752"
"mondo.0014717","associated","uniprot.Q9NQV8"
"drugbank.DB01105","target","uniprot.P31645"
"drugbank.DB06616","target","uniprot.Q9C098"
"drugbank.DB00952","SE","meddra.10018473"
"drugbank.DB06616","target","uniprot.P16234"
"mondo.0012586","symptom","hpo.0005978"
"mondo.0010631","symptom","hpo.0000573"
"mondo.0007191","associated","uniprot.P10145"
"drugbank.DB00749","SE","meddra.10015461"
"mondo.0014729","symptom","hpo.0001310"
"mondo.0009490","associated","uniprot.P53634"
"mondo.0013571","symptom","hpo.0005978"
"mondo.0000355","associated","uniprot.P12111"
"mondo.0014282","symptom","hpo.0002063"
"mondo.0007029","symptom","hpo.0000126"
"drugbank.DB00740","SE","meddra.10010071"
"mondo.0019810","associated","uniprot.P01889"
"drugbank.DB06769","target","uniprot.Q9BY41"
"drugbank.DB00273","SE","meddra.10033864"
"mondo.0010627","symptom","hpo.0011900"
"drugbank.DB00788","SE","meddra.10019418"
"drugbank.DB01043","target","uniprot.Q8TCU5"
"mondo.0004976","associated","uniprot.Q9UK59"
"drugbank.DB00273","SE","meddra.10033078"
"mondo.0005580","associated","uniprot.Q6PEW1"
"mondo.0014285","associated","uniprot.Q9Y2V0"
"mondo.0010213","associated","uniprot.Q92466"
"drugbank.DB01156","SE","meddra.10018276"
"mondo.0014550","symptom","hpo.0001688"
"mondo.0011670","symptom","hpo.0002036"
"drugbank.DB05294","SE","meddra.10038669"
"drugbank.DB00715","SE","meddra.10028653"
"mondo.0019006","associated","uniprot.Q02962"
"mondo.0009009","symptom","hpo.0000618"
"mondo.0009218","symptom","hpo.0001609"
"mondo.0004976","associated","uniprot.Q9UQN3"
"mondo.0016820","associated","uniprot.O95528"
"mondo.0800027","symptom","hpo.0001300"
"mondo.0014699","associated","uniprot.Q7L7X3"
"mondo.0018177","associated","uniprot.P43235"
"mondo.0008294","associated","uniprot.P08397"
"drugbank.DB00252","SE","meddra.10011703"
"mondo.0007191","associated","uniprot.P35869"
"drugbank.DB00619","target","uniprot.P49759"
"mondo.0009691","symptom","hpo.0002665"
"drugbank.DB00343","SE","meddra.10047115"
"mondo.0008542","associated","uniprot.O75593"
"drugbank.DB01242","SE","meddra.10039705"
"mondo.0023122","associated","uniprot.P26012"
"drugbank.DB00734","SE","meddra.10028836"
"drugbank.DB00997","target","uniprot.P06241"
"mondo.0009502","symptom","hpo.0003128"
"drugbank.DB00982","SE","meddra.10030942"
"drugbank.DB01406","target","uniprot.P11712"
"mondo.0010847","associated","uniprot.Q502W6"
"mondo.0014569","associated","uniprot.P78357"
"drugbank.DB01268","target","uniprot.Q9P286"
"drugbank.DB01268","target","uniprot.O14976"
"mondo.0019091","associated","uniprot.P10599"
"drugbank.DB00996","SE","meddra.10001906"
"drugbank.DB00262","SE","meddra.10000269"
"drugbank.DB00952","SE","meddra.10020558"
"mondo.0012930","symptom","hpo.0001653"
"drugbank.DB00398","target","uniprot.P34969"
"drugbank.DB00530","target","uniprot.Q9UM73"
"drugbank.DB00564","SE","meddra.10041053"
"mondo.0008487","associated","uniprot.Q8IYT2"
"drugbank.DB08881","SE","meddra.10038907"
"mondo.0014335","symptom","hpo.0002133"
"drugbank.DB00752","target","uniprot.Q01959"
"mondo.0008752","symptom","hpo.0001310"
"mondo.0015452","associated","uniprot.Q68CP9"
"mondo.0008199","symptom","hpo.0001300"
"mondo.0008678","symptom","hpo.0000717"
"mondo.0060624","associated","uniprot.Q15907"
"drugbank.DB00924","target","uniprot.P41595"
"drugbank.DB01242","SE","meddra.10007882"
"drugbank.DB00710","SE","meddra.10015461"
"mondo.0008428","symptom","hpo.0000717"
"mondo.0000903","associated","uniprot.Q8N5Z5"
"mondo.0012694","associated","uniprot.Q68CZ1"
"mondo.0020739","associated","uniprot.Q9UEF7"
"mondo.0014620","associated","uniprot.Q8N5Z5"
"mondo.0011218","associated","uniprot.Q9Y5Y6"
"mondo.0001187","associated","uniprot.P48431"
"mondo.0013897","symptom","hpo.0001065"
"drugbank.DB00317","target","uniprot.P29376"
"drugbank.DB04868","target","uniprot.P35590"
"drugbank.DB00906","SE","meddra.10033799"
"drugbank.DB00740","SE","meddra.10046593"
"drugbank.DB04574","SE","meddra.10042554"
"mondo.0014793","symptom","hpo.0000498"
"drugbank.DB04574","SE","meddra.10047249"
"mondo.0010504","symptom","hpo.0001397"
"drugbank.DB05294","target","uniprot.P23443"
"mondo.0010859","symptom","hpo.0000961"
"drugbank.DB01175","SE","meddra.10034962"
"drugbank.DB01062","target","uniprot.P23975"
"drugbank.DB00619","target","uniprot.P54762"
"drugbank.DB00268","target","uniprot.P18089"
"drugbank.DB00693","SE","meddra.10022562"
"mondo.0011975","symptom","hpo.0005268"
"mondo.0009287","symptom","hpo.0003128"
"mondo.0024523","associated","uniprot.P46531"
"mondo.0018820","symptom","hpo.0002919"
"drugbank.DB08865","target","uniprot.Q92918"
"mondo.0011382","symptom","hpo.0001081"
"mondo.0005388","symptom","hpo.0001541"
"drugbank.DB00659","SE","meddra.10027162"
"drugbank.DB00317","target","uniprot.P42685"
"mondo.0010373","associated","uniprot.Q8WVV4"
"drugbank.DB06616","target","uniprot.P51451"
"mondo.0010088","symptom","hpo.0000546"
"mondo.0013021","symptom","hpo.0001386"
"mondo.0010465","symptom","hpo.0001680"
"mondo.0011612","symptom","hpo.0005972"
"mondo.0014574","symptom","hpo.0030318"
"drugbank.DB00864","SE","meddra.10049195"
"drugbank.DB00724","SE","meddra.10025310"
"mondo.0013177","symptom","hpo.0000473"
"drugbank.DB00275","SE","meddra.10020647"
"mondo.0015912","associated","uniprot.P35579"
"mondo.0015253","associated","uniprot.P46777"
"drugbank.DB04868","SE","meddra.10018292"
"mondo.0009723","associated","uniprot.O43678"
"mondo.0014572","associated","uniprot.P19634"
"mondo.0018177","associated","uniprot.Q16828"
"drugbank.DB01165","SE","meddra.10020400"
"mondo.0007886","associated","uniprot.P84022"
"mondo.0019414","symptom","hpo.0008064"
"mondo.0009636","symptom","hpo.0001298"
"drugbank.DB00555","SE","meddra.10019418"
"mondo.0009520","symptom","hpo.0001974"
"mondo.0008318","symptom","hpo.0010566"
"mondo.0014939","symptom","hpo.0001618"
"mondo.0013642","associated","uniprot.Q4KMG0"
"mondo.0018874","associated","uniprot.P34972"
"mondo.0011096","symptom","hpo.0002754"
"drugbank.DB13867","SE","meddra.10014080"
"drugbank.DB00213","target","uniprot.P20648"
"drugbank.DB00244","SE","meddra.10019692"
"drugbank.DB01182","target","uniprot.P10635"
"mondo.0016838","symptom","hpo.0001653"
"mondo.0007496","symptom","hpo.0002307"
"mondo.0014111","associated","uniprot.P55344"
"mondo.0008136","symptom","hpo.0007957"
"mondo.0009517","associated","uniprot.P06213"
"mondo.0008383","associated","uniprot.P01579"
"mondo.0016759","associated","uniprot.Q8NCE0"
"mondo.0011113","symptom","hpo.0001385"
"drugbank.DB01002","target","uniprot.P22460"
"drugbank.DB00715","SE","meddra.10015226"
"mondo.0014801","symptom","hpo.0001562"
"drugbank.DB00215","SE","meddra.10040902"
"drugbank.DB00694","target","uniprot.P08183"
"mondo.0013520","associated","uniprot.Q9BUR4"
"mondo.0019600","symptom","hpo.0000491"
"mondo.0014016","symptom","hpo.0001310"
